plot,genus,species,herb layer,herb y/n,a-cover,a-alpha,b-cover,b-alpha,c-cover,c-alpha,d-cover,d-alpha,res
14,Lindera,benzoin,2,1,,0,,0,2,1,,0,0
14,Pyrus,sp.,1,1,,0,,0,1,1,,0,0
14,Polygonum,virginianum,1,1,,0,,0,,0,1,1,0
14,Galium,sp.,1,1,,0,,0,,0,1,1,0
14,BERBERIS,THUNBERGII,2,1,,0,,0,,0,2,1,0
14,Hackelia,virginiana,1,1,,0,,0,,0,1,1,0
14,Polygonatum,pubescens,2,1,,0,,0,,0,,0,1
14,Maianthemum,racemosum,2,1,,0,,0,,0,,0,1
14,Vaccinium,pallidum,2,1,,0,,0,,0,,0,1
14,Amelanchier,sp.,1,1,,0,,0,,0,,0,1
14,Prenanthes,sp.,2,1,,0,,0,,0,,0,1
14,Sassafras,albidum,2,1,,0,,0,,0,,0,1
14,Hamamelis,virginiana,1,1,,0,,0,,0,,0,1
14,Carex,sp.,2,1,,0,,0,,0,,0,1
14,VERONICA,OFFICINALIS,2,1,,0,,0,,0,,0,1
14,Panicum,lanuginosum,2,1,,0,,0,,0,,0,1
14,Carex,rosea,2,1,,0,,0,,0,,0,1
14,Galium,triflorum,2,1,,0,,0,,0,,0,1
14,Hieracium,sp.,1,1,,0,,0,,0,,0,1
14,Carya,cordiformis,1,1,,0,,0,,0,,0,1
15,Crataegus,sp.,3,1,8,1,7,1,7,1,4,1,0
15,Viola,striata,4,1,5,1,4,1,4,1,3,1,0
15,Galium,triflorum,4,1,3,1,3,1,4,1,4,1,0
15,LYSIMACHIA,NUMMULARIA,5,1,5,1,5,1,4,1,3,1,0
15,Carex,bromoides,6,1,6,1,4,1,3,1,5,1,0
15,Parthenocissus,quinquefolia,2,1,2,1,,0,2,1,2,1,0
15,Cryptotaenia,canadensis,5,1,5,1,4,1,5,1,3,1,0
15,Viola,sp.,2,1,2,1,2,1,2,1,,0,0
15,Thalictrum,pubescens,3,1,4,1,,0,2,1,2,1,0
15,Verbesina,alternifolia,5,1,6,1,5,1,2,1,3,1,0
15,Elymus,riparius,4,1,3,1,4,1,,0,2,1,0
15,ROSA,MULTIFLORA,3,1,3,1,3,1,,0,4,1,0
15,Aster,lateriflorus,3,1,2,1,3,1,2,1,2,1,0
15,Unknown,dicot,1,1,2,1,,0,,0,,0,0
15,Impatiens,capensis,2,1,4,1,2,1,2,1,2,1,0
15,Polygonum,virginianum,3,1,2,1,3,1,4,1,3,1,0
15,Smilax,hispida,3,1,4,1,6,1,3,1,,0,0
15,Lysimachia,ciliata,2,1,2,1,2,1,2,1,2,1,0
15,Caulophyllum,thalictroides,1,1,1,1,,0,,0,,0,0
15,Toxicodendron,radicans,4,1,2,1,2,1,3,1,5,1,0
15,Carex,grayi,2,1,2,1,2,1,2,1,,0,0
15,Geum,canadense,2,1,2,1,2,1,,0,,0,0
15,Sanicula,sp.,3,1,2,1,,0,2,1,3,1,0
15,Cornus,sericea,3,1,3,1,3,1,,0,2,1,0
15,Rubus,occidentalis,2,1,3,1,2,1,,0,,0,0
15,Circaea,lutetiana,1,1,2,1,,0,,0,,0,0
15,Agrimonia,sp.,2,1,2,1,2,1,2,1,2,1,0
15,Monarda,fistulosa,2,1,2,1,2,1,,0,,0,0
15,Rudbeckia,laciniata,2,1,2,1,2,1,2,1,2,1,0
15,Acer,negundo,2,1,2,1,2,1,,0,,0,0
15,Ulmus,americana,,0,3,1,,0,,0,,0,0
15,Amphicarpaea,bracteata,3,1,2,1,3,1,3,1,4,1,0
15,Verbena,urticifolia,2,1,2,1,,0,2,1,,0,0
15,HYPERICUM,PERFORATUM,2,1,2,1,2,1,,0,,0,0
15,Blephilia,hirsuta,3,1,4,1,3,1,,0,,0,0
15,Fraxinus,sp.,2,1,2,1,2,1,,0,2,1,0
15,MYOSOTIS,SCORPIOIDES,5,1,3,1,6,1,2,1,2,1,0
15,Erigeron,annuus,2,1,2,1,2,1,2,1,2,1,0
15,Prunella,vulgaris,2,1,1,1,2,1,2,1,2,1,0
15,Lindera,benzoin,2,1,2,1,,0,3,1,2,1,0
15,Leersia,virginica,2,1,2,1,2,1,,0,,0,0
15,Acer,sp.,2,1,1,1,,0,,0,2,1,0
15,Oxalis,stricta,2,1,,0,2,1,,0,3,1,0
15,Pilea,pumila,1,1,,0,2,1,,0,,0,0
15,Moss,sp.,2,1,,0,2,1,2,1,1,1,0
15,Symplocarpus,foetidus,2,1,,0,2,1,1,1,1,1,0
15,Ranunculus,hispidus,2,1,,0,2,1,,0,1,1,0
15,Eupatorium,maculatum,2,1,,0,2,1,2,1,,0,0
15,Bidens,sp.,1,1,,0,1,1,,0,,0,0
15,Carex,sp.,1,1,,0,1,1,,0,,0,0
15,RHAMNUS,FRANGULA,2,1,,0,2,1,2,1,,0,0
15,RUMEX,OBTUSIFOLIUS,2,1,,0,2,1,,0,,0,0
15,Scirpus,sp.,1,1,,0,1,1,,0,,0,0
15,TARAXACUM,OFFICINALE,2,1,,0,2,1,,0,1,1,0
15,Panicum,sp.,2,1,,0,2,1,2,1,2,1,0
15,Viburnum,dentatum,1,1,,0,1,1,,0,,0,0
15,LIGUSTRUM,VULGARE,2,1,,0,2,1,,0,,0,0
15,Laportea,canadensis,2,1,,0,2,1,,0,,0,0
15,Ribes,cynosbati,2,1,,0,2,1,,0,2,1,0
15,Fagus,grandifolia,2,1,,0,2,1,,0,,0,0
15,FRAGARIA,VESCA,2,1,,0,2,1,2,1,2,1,0
15,Carya,cordiformis,2,1,,0,2,1,,0,,0,0
15,Onoclea,sensibilis,2,1,,0,2,1,,0,,0,0
15,Solidago,sp.,1,1,,0,,0,2,1,,0,0
15,Pyrus,sp.,1,1,,0,,0,1,1,,0,0
15,Unknown,dicot,2,1,,0,,0,2,1,,0,0
15,Carex,sp.,2,1,,0,,0,1,1,,0,0
15,Rubus,pensylvanicus,2,1,,0,,0,2,1,3,1,0
15,Acer,saccharum,2,1,,0,,0,2,1,,0,0
15,Quercus,sp.,2,1,,0,,0,1,1,2,1,0
15,Viburnum,lentago,2,1,,0,,0,4,1,3,1,0
15,Ulmus,sp.,2,1,,0,,0,2,1,2,1,0
15,Carex,sp.,2,1,,0,,0,2,1,2,1,0
15,Erechtites,hieracifolia,2,1,,0,,0,,0,1,1,0
15,Solidago,flexicaulis,2,1,,0,,0,,0,1,1,0
15,Fraxinus,pennsylvanica,,0,,0,4,1,,0,,0,0
16,Parthenocissus,quinquefolia,3,1,3,1,3,1,2,1,4,1,0
16,Polygonum,virginianum,4,1,3,1,2,1,2,1,2,1,0
16,Fraxinus,sp.,2,1,2,1,2,1,2,1,2,1,0
16,ALLIARIA,PETIOLATA,2,1,2,1,3,1,2,1,2,1,0
16,Circaea,lutetiana,2,1,3,1,2,1,2,1,2,1,0
16,ROSA,MULTIFLORA,5,1,6,1,3,1,2,1,3,1,0
16,Prunus,serotina,2,1,2,1,2,1,2,1,3,1,0
16,Eupatorium,rugosum,6,1,2,1,3,1,4,1,6,1,0
16,Fraxinus,pennsylvanica,3,1,2,1,2,1,2,1,2,1,0
16,Acer,negundo,2,1,5,1,6,1,4,1,2,1,0
16,Pyrus,sp.,1,1,1,1,,0,,0,,0,0
16,Ranunculus,recurvatus,1,1,1,1,,0,,0,,0,0
16,Moss,sp.,3,1,3,1,2,1,2,1,3,1,0
16,Asarum,canadense,3,1,2,1,3,1,2,1,2,1,0
16,Cryptotaenia,canadensis,2,1,2,1,,0,,0,,0,0
16,Toxicodendron,radicans,2,1,2,1,2,1,2,1,2,1,0
16,Geum,canadense,2,1,2,1,2,1,2,1,2,1,0
16,Hackelia,virginiana,2,1,2,1,2,1,2,1,2,1,0
16,Ulmus,sp.,2,1,2,1,2,1,2,1,,0,0
16,Verbesina,alternifolia,5,1,3,1,2,1,2,1,2,1,0
16,Acer,sp.,2,1,2,1,,0,,0,,0,0
16,HESPERIS,MATRONALIS,2,1,2,1,2,1,,0,2,1,0
16,Viola,sp.,2,1,2,1,,0,,0,2,1,0
16,Impatiens,capensis,2,1,1,1,1,1,,0,,0,0
16,Thalictrum,dasycarpum,1,1,1,1,,0,,0,,0,0
16,LIGUSTRUM,VULGARE,1,1,,0,,0,,0,,0,1
16,Unknown,dicot,1,1,1,1,,0,1,1,,0,0
16,Arisaema,triphyllum,2,1,2,1,2,1,,0,,0,0
16,Galium,triflorum,2,1,2,1,2,1,2,1,2,1,0
16,Ribes,cynosbati,2,1,2,1,2,1,,0,,0,0
16,Vitis,sp.,1,1,1,1,,0,,0,,0,0
16,Lindera,benzoin,3,1,,0,3,1,3,1,4,1,0
16,Carya,sp.,1,1,,0,1,1,,0,,0,0
16,Crataegus,sp.,1,1,,0,3,1,1,1,,0,0
16,Pilea,pumila,2,1,,0,2,1,,0,2,1,0
16,Fraxinus,americana,,0,,0,4,1,,0,,0,0
16,Carex,sp.,2,1,,0,2,1,,0,,0,0
16,Geranium,maculatum,1,1,,0,1,1,,0,,0,0
16,Osmorhiza,longistylis,1,1,,0,,0,1,1,,0,0
16,Dryopteris,carthusiana,1,1,,0,,0,1,1,,0,0
16,Carya,cordiformis,2,1,,0,,0,2,1,,0,0
16,Carex,sp.,2,1,,0,,0,2,1,,0,0
16,Poa,alsodes,2,1,,0,,0,2,1,2,1,0
16,Carex,sp.,1,1,,0,,0,,0,1,1,0
16,Cinna,arundinacea,2,1,,0,,0,,0,2,1,0
16,Acer,saccharum,2,1,,0,,0,,0,,0,1
16,LYSIMACHIA,NUMMULARIA,2,1,,0,,0,,0,,0,1
16,Asimina,triloba,4,1,,0,,0,,0,,0,1
16,Quercus,sp.,1,1,,0,,0,,0,,0,1
16,Robinia,pseudoacacia,1,1,,0,,0,,0,,0,1
16,Leersia,virginica,1,1,,0,,0,,0,,0,1
16,Acer,nigrum,4,1,,0,,0,,0,,0,1
17,Fagus,grandifolia,5,1,6,1,7,1,8,1,9,1,0
17,Quercus,sp.,3,1,2,1,3,1,2,1,2,1,0
17,Conopholis,americana,3,1,3,1,2,1,,0,3,1,0
17,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
17,Mitchella,repens,2,1,2,1,2,1,2,1,2,1,0
17,Viburnum,acerifolium,4,1,4,1,2,1,3,1,4,1,0
17,Moss,sp.,5,1,6,1,5,1,2,1,5,1,0
17,Liriodendron,tulipifera,2,1,2,1,2,1,2,1,2,1,0
17,Prenanthes,sp.,3,1,2,1,2,1,2,1,,0,0
17,Solidago,caesia,3,1,2,1,2,1,2,1,2,1,0
17,Carex,digitalis,3,1,2,1,2,1,2,1,2,1,0
17,Polystichum,acrostichoides,3,1,3,1,3,1,3,1,3,1,0
17,Rubus,pensylvanicus,2,1,1,1,,0,,0,,0,0
17,Fraxinus,sp.,2,1,1,1,2,1,2,1,2,1,0
17,Thelypteris,noveboracensis,2,1,2,1,,0,,0,2,1,0
17,Tiarella,cordifolia,2,1,2,1,,0,2,1,3,1,0
17,Carpinus,caroliniana,2,1,2,1,,0,,0,,0,0
17,Bidens,sp.,1,1,1,1,,0,,0,,0,0
17,Carex,laxiflora,2,1,2,1,2,1,2,1,2,1,0
17,Toxicodendron,radicans,2,1,2,1,1,1,2,1,,0,0
17,Galium,triflorum,2,1,1,1,1,1,2,1,,0,0
17,POA,COMPRESSA,2,1,2,1,2,1,1,1,3,1,0
17,Acer,saccharum,,0,4,1,4,1,,0,,0,0
17,Erechtites,hieracifolia,1,1,1,1,1,1,1,1,,0,0
17,Magnolia,acuminata,1,1,1,1,1,1,,0,,0,0
17,Sassafras,albidum,1,1,,0,1,1,1,1,,0,0
17,Epifagus,virginiana,1,1,,0,1,1,,0,,0,0
17,Carya,cordiformis,1,1,,0,1,1,,0,,0,0
17,Ulmus,sp.,2,1,,0,2,1,1,1,1,1,0
17,Lindera,benzoin,2,1,,0,2,1,,0,,0,0
17,Impatiens,capensis,2,1,,0,1,1,,0,,0,0
17,Euonymus,obovatus,2,1,,0,2,1,,0,1,1,0
17,Viola,sp.,2,1,,0,2,1,2,1,,0,0
17,Senecio,obovatus,2,1,,0,2,1,,0,,0,0
17,Poa,alsodes,2,1,,0,2,1,,0,2,1,0
17,Arisaema,triphyllum,2,1,,0,1,1,,0,,0,0
17,Carex,rosea,2,1,,0,2,1,2,1,,0,0
17,Leersia,virginica,2,1,,0,3,1,,0,,0,0
17,Fraxinus,pennsylvanica,2,1,,0,2,1,,0,,0,0
17,Vitis,sp.,1,1,,0,1,1,,0,1,1,0
17,Ulmus,rubra,,0,,0,2,1,,0,,0,0
17,Viola,pubescens,2,1,,0,2,1,,0,,0,0
17,Ranunculus,recurvatus,2,1,,0,1,1,,0,2,1,0
17,Aster,lateriflorus,2,1,,0,1,1,,0,1,1,0
17,Dryopteris,carthusiana,2,1,,0,2,1,,0,,0,0
17,Prosartes,lanuginosa,2,1,,0,1,1,,0,,0,0
17,Amelanchier,sp.,2,1,,0,,0,2,1,,0,0
17,Prunus,serotina,2,1,,0,,0,1,1,1,1,0
17,Hamamelis,virginiana,2,1,,0,,0,1,1,1,1,0
17,Polygonatum,pubescens,2,1,,0,,0,2,1,2,1,0
17,Carex,sp.,2,1,,0,,0,2,1,,0,0
17,Nyssa,sylvatica,1,1,,0,,0,,0,1,1,0
17,Monotropa,uniflora,1,1,,0,,0,,0,1,1,0
17,Osmunda,claytoniana,2,1,,0,,0,,0,2,1,0
17,Luzula,acuminata,2,1,,0,,0,,0,2,1,0
17,Parthenocissus,quinquefolia,1,1,,0,,0,,0,1,1,0
17,ROSA,MULTIFLORA,1,1,,0,,0,,0,1,1,0
17,Anemonella,thalictroides,1,1,,0,,0,,0,2,1,0
17,Crataegus,sp.,1,1,,0,,0,,0,2,1,0
17,Aster,macrophyllus,1,1,,0,,0,,0,1,1,0
17,SORBUS,ACUPARIA,1,1,,0,,0,,0,,0,1
17,Erigeron,annuus,1,1,,0,,0,,0,,0,1
17,RHAMNUS,FRANGULA,1,1,,0,,0,,0,,0,1
17,Aster,lanceolatus,2,1,,0,,0,,0,,0,1
17,Smilax,rotundifolia,2,1,,0,,0,,0,,0,1
17,ALLIARIA,PETIOLATA,2,1,,0,,0,,0,,0,1
17,Ostrya,virginiana,2,1,,0,,0,,0,,0,1
17,VERONICA,OFFICINALIS,2,1,,0,,0,,0,,0,1
17,Onoclea,sensibilis,2,1,,0,,0,,0,,0,1
17,Geranium,maculatum,2,1,,0,,0,,0,,0,1
17,Ranunculus,hispidus,2,1,,0,,0,,0,,0,1
17,Equisetum,arvense,2,1,,0,,0,,0,,0,1
17,Amphicarpaea,bracteata,2,1,,0,,0,,0,,0,1
17,Circaea,lutetiana,2,1,,0,,0,,0,,0,1
17,Polygonum,virginianum,1,1,,0,,0,,0,,0,1
17,Pilea,pumila,1,1,,0,,0,,0,,0,1
17,Acer,rubrum,,0,,0,,0,,0,,0,1
18,Asimina,triloba,5,1,7,1,,0,,0,5,1,0
18,Fraxinus,sp.,3,1,2,1,2,1,6,1,4,1,0
18,Parthenocissus,quinquefolia,2,1,2,1,2,1,2,1,2,1,0
18,Solidago,caesia,2,1,3,1,2,1,2,1,3,1,0
18,Quercus,sp.,2,1,2,1,2,1,2,1,,0,0
18,Toxicodendron,radicans,2,1,2,1,2,1,2,1,3,1,0
18,Vitis,sp.,2,1,2,1,1,1,,0,2,1,0
18,EUONYMUS,ALATUS,2,1,2,1,,0,2,1,2,1,0
18,Aster,lateriflorus,2,1,2,1,,0,2,1,2,1,0
18,Moss,sp.,2,1,3,1,3,1,2,1,3,1,0
18,Acer,sp.,2,1,2,1,2,1,3,1,2,1,0
18,RHAMNUS,FRANGULA,2,1,2,1,2,1,2,1,2,1,0
18,Eupatorium,rugosum,2,1,2,1,2,1,3,1,2,1,0
18,TARAXACUM,OFFICINALE,1,1,1,1,,0,,0,,0,0
18,Pyrus,sp.,1,1,1,1,,0,1,1,,0,0
18,Carya,cordiformis,2,1,1,1,1,1,,0,1,1,0
18,Acer,saccharum,,0,6,1,,0,3,1,6,1,0
18,Allium,canadense,1,1,1,1,,0,,0,,0,0
18,BERBERIS,THUNBERGII,2,1,2,1,2,1,2,1,3,1,0
18,Arisaema,triphyllum,2,1,1,1,,0,2,1,2,1,0
18,Prunus,serotina,2,1,1,1,1,1,2,1,,0,0
18,Hackelia,virginiana,2,1,2,1,,0,,0,,0,0
18,ALLIARIA,PETIOLATA,2,1,2,1,2,1,2,1,2,1,0
18,Prenanthes,sp.,2,1,,0,2,1,,0,1,1,0
18,Ostrya,virginiana,1,1,,0,1,1,,0,,0,0
18,Fagus,grandifolia,1,1,,0,1,1,1,1,,0,0
18,Lindera,benzoin,2,1,,0,1,1,1,1,,0,0
18,Erechtites,hieracifolia,2,1,,0,1,1,1,1,,0,0
18,LIGUSTRUM,VULGARE,2,1,,0,2,1,3,1,5,1,0
18,Taxus,canadensis,1,1,,0,1,1,,0,,0,0
18,ROSA,MULTIFLORA,2,1,,0,2,1,2,1,2,1,0
18,Aster,cordifolius,2,1,,0,2,1,,0,,0,0
18,Prunus,virginiana,2,1,,0,2,1,2,1,,0,0
18,Fraxinus,pennsylvanica,3,1,,0,,0,6,1,1,1,0
18,Circaea,lutetiana,2,1,,0,,0,2,1,2,1,0
18,Polygonum,virginianum,2,1,,0,,0,2,1,2,1,0
18,VIBURNUM,OPULUS,2,1,,0,,0,2,1,,0,0
18,Impatiens,capensis,1,1,,0,,0,1,1,,0,0
18,Vitis,riparia,2,1,,0,,0,2,1,,0,0
18,Actaea,alba,2,1,,0,,0,2,1,,0,0
18,Galium,triflorum,2,1,,0,,0,1,1,,0,0
18,Leersia,virginica,2,1,,0,,0,2,1,,0,0
18,Carex,blanda,2,1,,0,,0,2,1,,0,0
18,Ranunculus,abortivus,1,1,,0,,0,1,1,,0,0
18,Sassafras,albidum,1,1,,0,,0,1,1,,0,0
18,Ulmus,sp.,1,1,,0,,0,1,1,,0,0
18,Rubus,allegheniensis,2,1,,0,,0,2,1,,0,0
18,Carex,tribuloides,2,1,,0,,0,,0,2,1,0
18,Eupatorium,purpureum,1,1,,0,,0,,0,1,1,0
18,Ulmus,americana,,0,,0,,0,,0,2,1,0
18,LONICERA,MORROWII,2,1,,0,,0,2,1,2,1,0
18,Viburnum,acerifolium,1,1,,0,,0,,0,1,1,0
18,Viburnum,dentatum,1,1,,0,,0,,0,1,1,0
18,Rubus,sp.,1,1,,0,,0,,0,1,1,0
18,Allium,tricoccum,2,1,,0,,0,,0,,0,1
18,Carex,debilis,2,1,,0,,0,,0,,0,1
18,Agrostis,perennans,1,1,,0,,0,,0,,0,1
18,Phytolacca,americana,2,1,,0,,0,,0,,0,1
18,Pilea,pumila,2,1,,0,,0,,0,,0,1
18,Monotropa,uniflora,1,1,,0,,0,,0,,0,1
18,Solanum,nigrum,2,1,,0,,0,,0,,0,1
19,Fraxinus,sp.,2,1,2,1,2,1,2,1,2,1,0
19,Prunus,serotina,2,1,2,1,2,1,2,1,2,1,0
19,Euonymus,obovatus,2,1,2,1,2,1,2,1,,0,0
19,Carpinus,caroliniana,2,1,1,1,2,1,2,1,,0,0
19,Viburnum,acerifolium,2,1,2,1,1,1,1,1,2,1,0
19,Acer,saccharum,2,1,6,1,6,1,7,1,8,1,0
19,Arisaema,triphyllum,2,1,2,1,2,1,2,1,2,1,0
19,Fagus,grandifolia,3,1,6,1,7,1,6,1,6,1,0
19,Carex,laxiculmis,2,1,1,1,1,1,1,1,,0,0
19,Prenanthes,sp.,2,1,2,1,,0,2,1,2,1,0
19,Podophyllum,peltatum,2,1,2,1,2,1,,0,2,1,0
19,Carex,sp.,1,1,1,1,,0,,0,,0,0
19,Moss,sp.,2,1,1,1,3,1,4,1,2,1,0
19,Ostrya,virginiana,2,1,1,1,1,1,,0,1,1,0
19,Quercus,sp.,1,1,1,1,,0,,0,,0,0
19,Unknown,dicot,1,1,1,1,,0,,0,,0,0
19,Parthenocissus,quinquefolia,1,1,,0,1,1,,0,,0,0
19,Polygonum,virginianum,1,1,,0,2,1,,0,,0,0
19,Carya,sp.,1,1,,0,1,1,,0,,0,0
19,Geranium,maculatum,2,1,,0,,0,1,1,,0,0
19,Acer,sp.,2,1,,0,,0,1,1,,0,0
19,Carex,sp.,2,1,,0,,0,1,1,1,1,0
19,Aster,sp.,1,1,,0,,0,1,1,,0,0
19,ROSA,MULTIFLORA,2,1,,0,,0,2,1,,0,0
19,Ranunculus,recurvatus,1,1,,0,,0,2,1,,0,0
19,LIGUSTRUM,VULGARE,2,1,,0,,0,3,1,,0,0
19,Viburnum,dentatum,1,1,,0,,0,,0,1,1,0
19,Maianthemum,canadense,1,1,,0,,0,,0,,0,1
19,Smilax,rotundifolia,2,1,,0,,0,,0,,0,1
19,Magnolia,acuminata,2,1,,0,,0,,0,,0,1
19,Nyssa,sylvatica,2,1,,0,,0,,0,,0,1
19,Mitchella,repens,2,1,,0,,0,,0,,0,1
19,Crataegus,sp.,2,1,,0,,0,,0,,0,1
19,EUONYMUS,ALATUS,,0,,0,,0,,0,,0,1
20,ACER,PLATANOIDES,,0,6,1,4,1,6,1,7,1,0
20,Acer,sp.,3,1,3,1,3,1,2,1,2,1,0
20,Vitis,sp.,2,1,2,1,,0,,0,,0,0
20,Fraxinus,sp.,2,1,3,1,3,1,3,1,2,1,0
20,Aster,sp.,3,1,2,1,,0,2,1,,0,0
20,Circaea,lutetiana,3,1,4,1,2,1,2,1,3,1,0
20,Hackelia,virginiana,1,1,1,1,,0,,0,,0,0
20,ALLIARIA,PETIOLATA,2,1,3,1,2,1,2,1,,0,0
20,Geum,canadense,2,1,2,1,2,1,2,1,2,1,0
20,Eupatorium,rugosum,2,1,6,1,2,1,5,1,5,1,0
20,Moss,sp.,2,1,2,1,3,1,3,1,2,1,0
20,Unknown,dicot,3,1,3,1,2,1,2,1,3,1,0
20,Tilia,americana,1,1,1,1,,0,2,1,,0,0
20,Fraxinus,pennsylvanica,3,1,6,1,7,1,,0,5,1,0
20,Carya,cordiformis,2,1,2,1,,0,,0,,0,0
20,Erechtites,hieracifolia,2,1,2,1,2,1,,0,,0,0
20,Oxalis,stricta,2,1,2,1,2,1,,0,,0,0
20,Polygonum,virginianum,2,1,3,1,2,1,2,1,3,1,0
20,Quercus,sp.,2,1,2,1,2,1,,0,1,1,0
20,SOLANUM,DULCAMARA,2,1,1,1,2,1,2,1,1,1,0
20,Arisaema,triphyllum,3,1,2,1,2,1,,0,1,1,0
20,Rubus,occidentalis,1,1,2,1,,0,1,1,,0,0
20,TARAXACUM,OFFICINALE,2,1,1,1,,0,2,1,,0,0
20,Parthenocissus,quinquefolia,2,1,1,1,2,1,2,1,,0,0
20,Vitis,riparia,2,1,2,1,2,1,,0,,0,0
20,Liriodendron,tulipifera,2,1,1,1,1,1,1,1,1,1,0
20,Solidago,caesia,2,1,,0,2,1,,0,,0,0
20,Aster,lateriflorus,2,1,,0,2,1,2,1,2,1,0
20,Ulmus,sp.,2,1,,0,1,1,2,1,,0,0
20,Polystichum,acrostichoides,2,1,,0,2,1,,0,,0,0
20,Toxicodendron,radicans,2,1,,0,2,1,2,1,,0,0
20,Prunus,serotina,1,1,,0,1,1,,0,,0,0
20,Acer,negundo,2,1,,0,1,1,2,1,2,1,0
20,Lindera,benzoin,2,1,,0,3,1,2,1,,0,0
20,Acer,saccharum,,0,,0,2,1,2,1,2,1,0
20,Galium,sp.,1,1,,0,1,1,,0,,0,0
20,Juncus,tenuis,2,1,,0,1,1,,0,2,1,0
20,TRIFOLIUM,REPENS,2,1,,0,2,1,,0,,0,0
20,TUSSILAGO,FARFARA,5,1,,0,2,1,3,1,6,1,0
20,Epilobium,coloratum,2,1,,0,,0,,0,1,1,0
20,Solidago,canadensis,1,1,,0,,0,1,1,,0,0
20,Epilobium,sp.,2,1,,0,,0,1,1,,0,0
20,Bidens,sp.,2,1,,0,,0,2,1,,0,0
20,DUCHESNEA,INDICA,2,1,,0,,0,2,1,3,1,0
20,Aesculus,glabra,2,1,,0,,0,,0,3,1,0
20,Cercis,canadensis,2,1,,0,,0,,0,2,1,0
20,Podophyllum,peltatum,2,1,,0,,0,2,1,,0,0
20,Aster,cordifolius,2,1,,0,,0,2,1,,0,0
20,Carex,annectens,2,1,,0,2,1,,0,,0,0
20,Pilea,pumila,1,1,,0,,0,,0,1,1,0
20,Carpinus,caroliniana,2,1,,0,,0,,0,,0,1
20,Euonymus,obovatus,2,1,,0,,0,,0,,0,1
20,Rubus,pensylvanicus,2,1,,0,,0,,0,,0,1
20,MORUS,ALBA,2,1,,0,,0,,0,,0,1
20,CIRSIUM,ARVENSE,2,1,,0,,0,,0,,0,1
20,Leersia,virginica,3,1,,0,,0,,0,,0,1
20,LONICERA,MORROWII,2,1,,0,,0,,0,,0,1
20,Elymus,hystrix,2,1,,0,,0,,0,,0,1
20,Ranunculus,abortivus,1,1,,0,,0,,0,,0,1
20,Ranunculus,recurvatus,2,1,,0,,0,,0,,0,1
20,ARCTIUM,LAPPA,2,1,,0,2,1,,0,,0,0
20,Unknown,dicot,1,1,,0,,0,,0,,0,1
20,Polygonatum,pubescens,1,1,,0,,0,,0,,0,1
20,Ulmus,americana,,0,,0,,0,,0,,0,1
20,POA,TRIVIALIS,2,1,,0,,0,,0,,0,1
20,Verbena,urticifolia,1,1,,0,,0,,0,,0,1
20,RHAMNUS,FRANGULA,1,1,,0,,0,,0,,0,1
20,Poaceae,sp.,2,1,,0,,0,,0,,0,1
20,Cornus,sp.,1,1,,0,,0,,0,,0,1
20,LIGUSTRUM,VULGARE,,0,,0,,0,,0,,0,1
21,Acer,sp.,6,1,6,1,6,1,5,1,6,1,0
21,Fagus,grandifolia,2,1,6,1,7,1,8,1,7,1,0
21,Viburnum,acerifolium,2,1,1,1,2,1,2,1,2,1,0
21,Fraxinus,sp.,2,1,1,1,2,1,2,1,2,1,0
21,Polygonatum,pubescens,2,1,1,1,,0,,0,2,1,0
21,Smilax,rotundifolia,2,1,,0,2,1,,0,,0,0
21,Mitchella,repens,2,1,2,1,2,1,,0,,0,0
21,Epifagus,virginiana,2,1,1,1,2,1,,0,,0,0
21,Carya,sp.,2,1,1,1,2,1,4,1,,0,0
21,Acer,saccharum,2,1,6,1,,0,2,1,4,1,0
21,Fraxinus,pennsylvanica,2,1,,0,,0,,0,3,1,0
21,Prunus,serotina,1,1,,0,,0,,0,,0,1
21,Quercus,sp.,1,1,1,1,,0,,0,,0,0
21,Podophyllum,peltatum,2,1,2,1,,0,2,1,,0,0
21,Moss,sp.,2,1,,0,,0,2,1,2,1,0
21,Carya,cordiformis,2,1,,0,,0,1,1,,0,0
21,Euonymus,obovatus,1,1,,0,,0,,0,,0,1
21,Unknown,dicot,2,1,,0,,0,,0,2,1,0
21,Solidago,caesia,2,1,,0,,0,,0,2,1,0
21,Poa,alsodes,2,1,,0,,0,,0,2,1,0
21,Carex,digitalis,2,1,,0,,0,,0,2,1,0
21,Sassafras,albidum,1,1,1,1,,0,,0,,0,0
21,Ostrya,virginiana,2,1,,0,,0,,0,4,1,0
21,Carex,swanii,2,1,,0,,0,,0,2,1,0
21,Leersia,virginica,2,1,,0,,0,,0,2,1,0
21,Impatiens,capensis,2,1,,0,,0,,0,2,1,0
21,Polygonum,virginianum,2,1,,0,,0,,0,2,1,0
21,Geum,sp.,2,1,,0,,0,,0,2,1,0
21,Aster,lateriflorus,2,1,,0,,0,,0,2,1,0
21,Galium,sp.,1,1,,0,,0,,0,1,1,0
21,Dryopteris,carthusiana,2,1,,0,,0,,0,2,1,0
21,Solidago,rugosa,,0,,0,,0,,0,,0,1
21,CELASTRUS,ORBICULATUS,1,1,,0,,0,,0,,0,1
21,Geum,canadense,2,1,,0,,0,,0,,0,1
21,Oxalis,stricta,2,1,,0,,0,,0,,0,1
21,Toxicodendron,radicans,2,1,,0,,0,,0,,0,1
